"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000131386",13960.2143787931,1.56065089522836,0.285915619380031,5.45843175204075,4.80358434401621e-08,1.87500734252901e-06
"ENSG00000144746",5784.89898975036,0.510971328985317,0.0936212653865337,5.45785540150171,4.81919860884948e-08,1.87626639925515e-06
"ENSG00000070404",1824.48223262583,1.72902319407028,0.317547059439341,5.44493530226051,5.18242186005635e-08,2.00740053870276e-06
"ENSG00000173757",1550.0070829707,0.471709424844713,0.0866327530957757,5.44493171448933,5.18252631649243e-08,2.00740053870276e-06
"ENSG00000164070",633.667353672745,-1.38323982865298,0.254213926463442,-5.44124331776884,5.29099881109087e-08,2.04418818862172e-06
"ENSG00000179222",4891.79128051872,-0.733257332383576,0.134846138281775,-5.43773326939003,5.39626764904614e-08,2.07955403421893e-06
"ENSG00000062716",3141.67450479577,0.482884353383867,0.0888675534997118,5.43375320201015,5.51808888853317e-08,2.11573306878063e-06
"ENSG00000173918",1004.03711728693,1.24471377145541,0.229052071651704,5.43419565027171,5.50441594647526e-08,2.11573306878063e-06
"ENSG00000174136",2557.44864888562,-0.998625450984696,0.184200822504028,-5.42139517842196,5.9135669106392e-08,2.26164067832401e-06
"ENSG00000241399",3857.61846733801,1.81251354207862,0.334356746494222,5.42089717370169,5.93006642635638e-08,2.2622381870823e-06
"ENSG00000011198",1155.15273140287,1.09691086619932,0.202524589605865,5.41618609539725,6.08837335206041e-08,2.3167943320843e-06
"ENSG00000073792",2530.97391782678,0.897558048889172,0.165749496325851,5.41514797200133,6.12380412057416e-08,2.32443642621794e-06
"ENSG00000131979",86.0006826869327,1.59930985504313,0.296125750995735,5.400779397487,6.63519807832819e-08,2.51225187240701e-06
"ENSG00000170791",396.82678704092,0.702237915724922,0.130040369830982,5.40015317272356,6.65840210618117e-08,2.51475062090059e-06
"ENSG00000153066",736.879893567037,0.607355403581067,0.112841841994397,5.38235988394467,7.35155975865482e-08,2.7696361329559e-06
"ENSG00000106617",1034.82969084477,1.56765732720198,0.291817506821441,5.37204688052253,7.7847862008311e-08,2.92557287869943e-06
"ENSG00000087116",4504.92532616987,0.67118439105448,0.125063031892093,5.36676890764645,8.01596541454594e-08,3.00499495552718e-06
"ENSG00000108950",1128.12910754915,1.10704784635477,0.206325190727156,5.36554863927754,8.0703527832481e-08,3.01791340499487e-06
"ENSG00000051108",2297.88081894568,0.689088015363129,0.128863360086617,5.34743168965911,8.92110640782634e-08,3.32783636814113e-06
"ENSG00000117758",1730.78698028405,0.814249004829404,0.152458003752143,5.3408085163778,9.25329555538746e-08,3.44327177362022e-06
"ENSG00000137872",281.798465852368,-1.07371720668816,0.201111358975119,-5.33891875705042,9.35025290014292e-08,3.47082304344766e-06
"ENSG00000087266",437.048022586953,-0.929442742419514,0.174129924266331,-5.33763938814983,9.41645064839499e-08,3.48684951271252e-06
"ENSG00000138166",406.574968834165,1.35489947367493,0.25386338704294,5.33712044677696,9.4434311149744e-08,3.48831132283628e-06
"ENSG00000113657",4754.06009837083,-0.575571650849305,0.107879198148615,-5.33533489984226,9.53683705348965e-08,3.51424324027009e-06
"ENSG00000166979",131.814404155007,1.38946274539458,0.26074814049601,5.3287541869003,9.88887271090098e-08,3.63512080598532e-06
"ENSG00000167191",3003.50680503853,1.8928874923997,0.3554973771831,5.32461732178901,1.01165790082891e-07,3.70982055885082e-06
"ENSG00000138380",244.958743264716,-0.803704466881682,0.151164562218712,-5.31675185695205,1.05635971476672e-07,3.86438837684588e-06
"ENSG00000138468",330.069933633195,-0.794201356469018,0.149436847681361,-5.31462867955075,1.06875035843244e-07,3.90029498276129e-06
"ENSG00000206538",12605.0452529272,1.21127628777173,0.227952859591695,5.31371394042323,1.07413193046689e-07,3.90380621314008e-06
"ENSG00000242616",894.412203523676,0.44451276593516,0.0836558393816701,5.31358921529819,1.07486773910823e-07,3.90380621314008e-06
"ENSG00000160446",290.427606712904,0.896267573120256,0.168961456854854,5.30456821220588,1.1294000627311e-07,4.092048791881e-06
"ENSG00000174697",122.323402213409,3.02923307549353,0.571777831263046,5.29791976859615,1.17129408187403e-07,4.23371094748977e-06
"ENSG00000119711",662.27687718883,1.087361915709,0.205297645404158,5.29651430520973,1.18034095709206e-07,4.24614341927772e-06
"ENSG00000159423",479.420053323307,0.897358151442862,0.169421626895785,5.29659741725208,1.17980409464236e-07,4.24614341927772e-06
"ENSG00000147883",499.332689955116,-1.43853474594962,0.2717299290273,-5.29398712574312,1.1967786208026e-07,4.29507398389936e-06
"ENSG00000085377",640.419377302493,0.541863696203143,0.102417562636304,5.29073024445389,1.21828944129706e-07,4.36193701854469e-06
"ENSG00000164050",3546.32583915064,0.756135619204177,0.142997203707864,5.28776507230814,1.23819858034641e-07,4.4227635611666e-06
"ENSG00000128309",604.970616828703,0.959909905942602,0.181574626124342,5.28658616256909,1.24620131180568e-07,4.44087502759932e-06
"ENSG00000101974",1402.30667148248,0.541739532284261,0.102592139904828,5.28051693615922,1.28819915538074e-07,4.57975967329609e-06
"ENSG00000149792",745.752830023635,-0.55485486293926,0.105163901260456,-5.27609622968502,1.31964810227629e-07,4.68057857353031e-06
"ENSG00000116991",131.94865613851,-3.05009762851378,0.579139623421444,-5.26660153296782,1.38972399259739e-07,4.91760978221672e-06
"ENSG00000114745",993.935543098474,0.54214371648582,0.103006506289722,5.26319876300781,1.41570381561346e-07,4.99559102824352e-06
"ENSG00000158292",633.081742514408,-0.88347606679922,0.167870131140871,-5.26285445061002,1.41835862802556e-07,4.99559102824352e-06
"ENSG00000187288",19.9313822219959,3.46668901754844,0.659575711242791,5.25593795898944,1.47271934998547e-07,5.17501961845244e-06
"ENSG00000123689",42.2870627629486,-2.68846104335956,0.511569870230084,-5.25531545114336,1.47770966805974e-07,5.18053539878814e-06
"ENSG00000171862",361.533347198594,-0.673895893644362,0.128255904307547,-5.25430698323575,1.48582875106898e-07,5.19696915356575e-06
"ENSG00000185222",2805.05518718396,0.682568125536112,0.129935441043984,5.25313278695888,1.49533646445786e-07,5.218172984842e-06
"ENSG00000169764",3269.00521198928,0.924722484918774,0.176544297885312,5.23790627052424,1.62408501431346e-07,5.65442931994882e-06
"ENSG00000126561",816.269023047796,0.706125702453488,0.134838470769579,5.2368266891736,1.63360958728276e-07,5.67454522921958e-06
"ENSG00000138073",1741.20252620684,1.1328153888467,0.216426031473002,5.23419193678656,1.65708191682559e-07,5.74290746689327e-06
"ENSG00000113580",2834.96510336268,-0.955777902369805,0.182668233732102,-5.23231589227239,1.67399352870527e-07,5.77508701417797e-06
"ENSG00000198585",1314.48211854789,0.659731073719788,0.126082786348112,5.23252295438874,1.67211880482843e-07,5.77508701417797e-06
"ENSG00000076513",6780.42112411141,0.667926580293616,0.127753108290294,5.22826089503733,1.71111939831352e-07,5.88975074714962e-06
"ENSG00000102554",172.555485416586,2.76381038592573,0.529167330457044,5.22294220910919,1.76102362897484e-07,6.04777842649069e-06
"ENSG00000078674",2913.28851266852,-0.366794820764476,0.0702963683748077,-5.21783456591657,1.81027038310126e-07,6.1888363322954e-06
"ENSG00000197381",1934.62681776918,2.27319473120542,0.435641938007445,5.21803465846893,1.80831632502322e-07,6.1888363322954e-06
"ENSG00000198833",1415.46824952277,0.446576446392129,0.0858316033235392,5.20293725271303,1.96163116792994e-07,6.69119460322047e-06
"ENSG00000060718",335.346145943399,2.21451874762286,0.425695015337102,5.20212515495212,1.97022465844942e-07,6.70540504544189e-06
"ENSG00000074219",572.768613097349,-0.772237269551343,0.148486315249633,-5.20073023734928,1.98507045432316e-07,6.74078296653009e-06
"ENSG00000032742",228.288602398995,-0.70863447978778,0.136418341210638,-5.19456895237866,2.05194712231362e-07,6.95229064148542e-06
"ENSG00000133943",545.767954001238,-0.901894380018323,0.173837572503847,-5.18814412228612,2.12400198187843e-07,7.18035937847072e-06
"ENSG00000182809",823.290613914174,0.750844454665144,0.144744815771119,5.18736681977221,2.13288352989932e-07,7.19432540319045e-06
"ENSG00000143384",5989.4705969563,0.595679349450669,0.114897572837713,5.18443805851353,2.16667137257292e-07,7.29205287502597e-06
"ENSG00000124226",1582.86961783047,-0.55109993942968,0.106335342416071,-5.18266012887158,2.18743425028962e-07,7.32941809894534e-06
"ENSG00000170989",247.221432217298,-1.45118944786544,0.280008692450635,-5.18265856379184,2.18745261190049e-07,7.32941809894534e-06
"ENSG00000168556",375.230864198718,1.15469287786892,0.222858428867531,5.18128429665667,2.2036332116345e-07,7.36733443492372e-06
"ENSG00000080200",1676.41460285903,-0.643615211386684,0.124267500905696,-5.17927218859184,2.22753253821347e-07,7.39824129193926e-06
"ENSG00000154736",3841.29977982161,2.16085175169135,0.417152069147577,5.18000966915233,2.21874399243264e-07,7.39824129193926e-06
"ENSG00000196715",1015.74534403816,0.646106684693174,0.124741811037999,5.17955190258026,2.22419523805026e-07,7.39824129193926e-06
"ENSG00000115993",5279.44649413598,0.876474689340348,0.169348433513165,5.17557010217168,2.27216095191103e-07,7.52995133844477e-06
"ENSG00000138735",7517.1305461271,-1.13094718983415,0.218593607879971,-5.17374318857098,2.29450142947151e-07,7.58738518544672e-06
"ENSG00000126950",788.008759227914,-1.62793831466174,0.315091939774825,-5.16655016889709,2.38454219280812e-07,7.8679502200608e-06
"ENSG00000116001",1408.01407940729,-0.652373998058545,0.126401243108216,-5.16113593519033,2.45455859070543e-07,8.07398114402949e-06
"ENSG00000145244",186.716887235805,1.79866930825293,0.348518493421,5.16090061849368,2.45764629078745e-07,8.07398114402949e-06
"ENSG00000242265",557.882685694694,-0.878690103443367,0.170367792328658,-5.15760691286226,2.50126034450765e-07,8.19947790423557e-06
"ENSG00000168077",2139.56643241339,-0.59143927858975,0.114885830107889,-5.14806114935437,2.63192700151804e-07,8.60918670366971e-06
"ENSG00000168214",6002.10144477733,-0.76041668638074,0.147849760092199,-5.14317159464139,2.70138671985727e-07,8.81734954143067e-06
"ENSG00000138356",4417.1290161387,1.44445214482078,0.281033632303222,5.13978392188406,2.75054586399013e-07,8.95849830325387e-06
"ENSG00000065809",2322.28065222414,-1.10106035200317,0.21435232789389,-5.13668483483055,2.79627317658915e-07,9.0684276786815e-06
"ENSG00000103404",302.484860302797,0.675828345012831,0.131560394894942,5.1370197357078,2.79129652129913e-07,9.0684276786815e-06
"ENSG00000126878",88.1203023337638,-2.42813468081883,0.472886167568032,-5.13471284919643,2.82575129039721e-07,9.14444514809096e-06
"ENSG00000017797",3378.61384040889,0.54605091896022,0.106536541610872,5.12548005316981,2.96780587087751e-07,9.58367162354795e-06
"ENSG00000100592",771.632425384616,-1.03226388266126,0.201638022899736,-5.11939101473214,3.06523844257587e-07,9.87724174740672e-06
"ENSG00000196152",135.018961421714,-0.795832530499344,0.155611945142909,-5.11421234255812,3.15052794788892e-07,1.01305192719273e-05
"ENSG00000105643",318.181932822209,0.715632682431919,0.139976904197227,5.1125054274925,3.17913849682013e-07,1.02008585877841e-05
"ENSG00000136560",1181.09528334692,0.555749573963625,0.108743322525138,5.11065471477712,3.21044272860224e-07,1.02795253963385e-05
"ENSG00000164305",525.121783907805,0.785258793084408,0.153794966751937,5.1058809639134,3.29256919294287e-07,1.05202448158481e-05
"ENSG00000073712",3869.60314739976,0.614345213839922,0.120378384240751,5.10345123598983,3.33514481134778e-07,1.06115059176181e-05
"ENSG00000081377",2348.27227486534,0.815778466709325,0.159843147429143,5.1036186400856,3.3321944571169e-07,1.06115059176181e-05
"ENSG00000163399",6567.65788506581,0.394808571355661,0.0773734983864122,5.10263306673742,3.34960066375884e-07,1.06351576630247e-05
"ENSG00000198517",819.406592066286,0.781220994774149,0.15314855454867,5.10106671967238,3.37744464664673e-07,1.07011295341976e-05
"ENSG00000142871",5245.9490895678,1.78784906089015,0.350789113666546,5.09664921525941,3.45718081286761e-07,1.09308984156326e-05
"ENSG00000205213",392.7418020861,-1.12221932880236,0.220516614563988,-5.08904660549612,3.59868170375132e-07,1.13545905006904e-05
"ENSG00000203965",180.520109032928,-0.943195043037196,0.185451170995763,-5.08594816615499,3.65793953668359e-07,1.15175663790173e-05
"ENSG00000110900",263.708684322235,-1.49050570862573,0.293100800952395,-5.08530070126901,3.67044075462903e-07,1.15249889343771e-05
"ENSG00000196372",285.231490417116,0.862581561194048,0.1696312768249,5.08503842769773,3.67551644457188e-07,1.15249889343771e-05
"ENSG00000082146",1109.00297731267,0.921631660657569,0.181303864433587,5.08335364795917,3.70828329668176e-07,1.16037087868275e-05
"ENSG00000171132",404.930443582885,-1.16631823680652,0.229704739220278,-5.07746701598551,3.82499882160057e-07,1.19442488975548e-05
"ENSG00000149633",254.953896203316,-1.56320812300219,0.308031099413799,-5.07483863147931,3.87824984823343e-07,1.20856160394023e-05
"ENSG00000071242",11251.1312604923,0.901278704858076,0.177687745608074,5.07226146504231,3.93115742804039e-07,1.22253345477765e-05
"ENSG00000156804",3733.32718976512,1.09845459966312,0.216715669116984,5.06864410930141,4.00659574568478e-07,1.24344042148352e-05
"ENSG00000092621",1241.44615445827,-1.41618652083455,0.28006482792196,-5.05663824816007,4.26711566551841e-07,1.32158418720402e-05
"ENSG00000129484",227.626181491532,-0.795633837255067,0.157416025117105,-5.05433825217717,4.31885593389908e-07,1.33487904324289e-05
"ENSG00000164048",191.924969330157,-0.686833592306033,0.135992878950355,-5.05051145035886,4.40628696314491e-07,1.35912863659531e-05
"ENSG00000089041",153.445527748107,-1.6373718225346,0.325052503649351,-5.03725337953683,4.72259447289797e-07,1.4500187103532e-05
"ENSG00000097096",202.362232341925,1.22403172809111,0.243009701182355,5.03696651670955,4.72967476338384e-07,1.4500187103532e-05
"ENSG00000131080",1117.36978489468,-0.925997486662378,0.183823234842603,-5.03743439971151,4.71813183160524e-07,1.4500187103532e-05
"ENSG00000106484",941.131965022028,-1.97514649361301,0.392230221055685,-5.03568156552782,4.76151550898002e-07,1.45683136128288e-05
"ENSG00000003096",414.075308683702,-0.964578858766029,0.191729453889726,-5.03093728791828,4.88087792828526e-07,1.490340649675e-05
"ENSG00000197442",1550.57824608722,0.672472061694045,0.133744040707242,5.02805252583961,4.95486169065733e-07,1.5098869276661e-05
"ENSG00000188042",1240.62443645537,-0.765622772055018,0.152331655701243,-5.02602540837985,5.00749572119215e-07,1.52286190155532e-05
"ENSG00000177426",1040.45736130932,0.887270098622321,0.176603863305366,5.0240695872442,5.05878937871124e-07,1.53537805892949e-05
"ENSG00000169271",86.0423130306546,2.44561958604135,0.48701394798153,5.02166230798404,5.12261892281324e-07,1.54663178918435e-05
"ENSG00000196476",112.846859819524,-1.02453244620726,0.204028485730447,-5.02151668939418,5.12650484100721e-07,1.54663178918435e-05
"ENSG00000267669",71.4304164551298,1.61077001610524,0.32073480921101,5.0221241032978,5.11031441973599e-07,1.54663178918435e-05
"ENSG00000152779",55.6832349115518,2.90646394628994,0.578852268149939,5.02108069055209,5.13815673255833e-07,1.54706528259634e-05
"ENSG00000104936",2004.51758656222,0.871523348294064,0.173685674623136,5.01781940384605,5.226126873119e-07,1.56732062363143e-05
"ENSG00000176971",2457.21935949509,1.28263225825391,0.255604406785543,5.01803656041838,5.22022442574082e-07,1.56732062363143e-05
"ENSG00000166341",2099.56419964954,-0.658934479701712,0.131417104449747,-5.01406938206955,5.32907559566541e-07,1.59503655921646e-05
"ENSG00000162694",918.028754007795,-0.448784783390824,0.0895870092839906,-5.00948504674575,5.45758667508817e-07,1.63027909653275e-05
